,task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score
0,classification,haberman,6,DT,AUC,3,4,None,0.7374074074074074,0.6407407407407407
0,classification,haberman,6,CCP,AUC,3,4,None,0.7374074074074074,0.6407407407407407
0,classification,haberman,6,HS (CART),AUC,3,4,0.1,0.7374074074074074,0.6407407407407407
0,classification,haberman,6,HS (CART-CCP),AUC,3,4,0.1,0.7374074074074074,0.6407407407407407
0,classification,haberman,6,DT,AUC,7,8,None,0.7500000000000002,0.6407407407407407
0,classification,haberman,6,CCP,AUC,7,8,None,0.7500000000000002,0.6407407407407407
0,classification,haberman,6,HS (CART),AUC,7,8,25.0,0.7500000000000002,0.6407407407407407
0,classification,haberman,6,HS (CART-CCP),AUC,7,8,0.1,0.7500000000000002,0.6407407407407407
0,classification,haberman,6,DT,AUC,11,12,None,0.7537037037037037,0.5274074074074073
0,classification,haberman,6,CCP,AUC,11,12,None,0.7537037037037037,0.5274074074074073
0,classification,haberman,6,HS (CART),AUC,11,12,50.0,0.6414814814814815,0.5
0,classification,haberman,6,HS (CART-CCP),AUC,11,12,0.1,0.7537037037037037,0.5274074074074073
0,classification,haberman,6,DT,AUC,14,15,None,0.7848148148148147,0.5259259259259259
0,classification,haberman,6,CCP,AUC,14,15,None,0.7848148148148147,0.5259259259259259
0,classification,haberman,6,HS (CART),AUC,14,15,0.1,0.7611111111111112,0.5274074074074073
0,classification,haberman,6,HS (CART-CCP),AUC,14,15,0.1,0.7611111111111112,0.5274074074074073
0,classification,haberman,6,DT,AUC,19,20,None,0.8048148148148148,0.5274074074074073
0,classification,haberman,6,CCP,AUC,19,20,None,0.8048148148148148,0.5207407407407407
0,classification,haberman,6,HS (CART),AUC,19,20,0.1,0.8048148148148148,0.5274074074074073
0,classification,haberman,6,HS (CART-CCP),AUC,19,20,0.1,0.8048148148148148,0.5207407407407407
0,classification,haberman,6,DT,AUC,23,24,None,0.8174074074074074,0.5325925925925926
0,classification,haberman,6,CCP,AUC,23,24,None,0.8174074074074074,0.5325925925925926
0,classification,haberman,6,HS (CART),AUC,23,24,10.0,0.8114814814814814,0.5325925925925926
0,classification,haberman,6,HS (CART-CCP),AUC,23,24,0.1,0.8114814814814814,0.5325925925925926
0,classification,haberman,6,DT,AUC,27,28,None,0.8300000000000001,0.5325925925925926
0,classification,haberman,6,CCP,AUC,27,28,None,0.8300000000000001,0.5207407407407407
0,classification,haberman,6,HS (CART),AUC,27,28,10.0,0.8114814814814814,0.5207407407407407
0,classification,haberman,6,HS (CART-CCP),AUC,27,28,0.1,0.8300000000000001,0.5207407407407407
0,classification,haberman,6,DT,AUC,29,30,None,0.8485185185185184,0.5274074074074073
0,classification,haberman,6,CCP,AUC,29,30,None,0.8485185185185184,0.5207407407407407
0,classification,haberman,6,HS (CART),AUC,29,30,10.0,0.8300000000000001,0.5274074074074073
0,classification,haberman,6,HS (CART-CCP),AUC,29,30,0.1,0.8485185185185184,0.5207407407407407
0,classification,haberman,6,DT,AUC,31,32,None,0.8577777777777778,0.5207407407407407
0,classification,haberman,6,CCP,AUC,31,32,None,0.8577777777777778,0.5274074074074073
0,classification,haberman,6,HS (CART),AUC,31,32,10.0,0.8300000000000001,0.5207407407407407
0,classification,haberman,6,HS (CART-CCP),AUC,31,32,0.1,0.8577777777777778,0.5274074074074073
0,classification,haberman,7,DT,AUC,1,2,None,0.7133333333333334,0.5807407407407408
0,classification,haberman,7,CCP,AUC,1,2,None,0.7133333333333334,0.5807407407407408
0,classification,haberman,7,HS (CART),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,7,HS (CART-CCP),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,7,DT,AUC,3,4,None,0.7451851851851852,0.5185185185185186
0,classification,haberman,7,CCP,AUC,3,4,None,0.7451851851851852,0.5185185185185186
0,classification,haberman,7,HS (CART),AUC,3,4,0.1,0.7451851851851852,0.5185185185185186
0,classification,haberman,7,HS (CART-CCP),AUC,3,4,0.1,0.7451851851851852,0.5185185185185186
0,classification,haberman,7,DT,AUC,7,8,None,0.6625925925925926,0.5185185185185186
0,classification,haberman,7,CCP,AUC,7,8,None,0.6625925925925926,0.5185185185185186
0,classification,haberman,7,HS (CART),AUC,7,8,0.1,0.6625925925925926,0.5185185185185186
0,classification,haberman,7,HS (CART-CCP),AUC,7,8,0.1,0.6625925925925926,0.5185185185185186
0,classification,haberman,7,DT,AUC,11,12,None,0.6692592592592592,0.5185185185185186
0,classification,haberman,7,CCP,AUC,11,12,None,0.6692592592592592,0.5185185185185186
0,classification,haberman,7,HS (CART),AUC,11,12,0.1,0.6692592592592592,0.5185185185185186
0,classification,haberman,7,HS (CART-CCP),AUC,11,12,0.1,0.6692592592592592,0.5185185185185186
0,classification,haberman,7,DT,AUC,14,15,None,0.7825925925925925,0.5185185185185186
0,classification,haberman,7,CCP,AUC,14,15,None,0.7825925925925925,0.5185185185185186
0,classification,haberman,7,HS (CART),AUC,14,15,10.0,0.7555555555555556,0.5185185185185186
0,classification,haberman,7,HS (CART-CCP),AUC,14,15,0.1,0.7825925925925925,0.5185185185185186
0,classification,haberman,7,DT,AUC,19,20,None,0.8085185185185185,0.47851851851851857
0,classification,haberman,7,CCP,AUC,19,20,None,0.8085185185185185,0.47851851851851857
0,classification,haberman,7,HS (CART),AUC,19,20,10.0,0.7966666666666669,0.5185185185185186
0,classification,haberman,7,HS (CART-CCP),AUC,19,20,0.1,0.7966666666666669,0.5185185185185186
0,classification,haberman,7,DT,AUC,23,24,None,0.8244444444444445,0.5059259259259259
0,classification,haberman,7,CCP,AUC,23,24,None,0.8303703703703703,0.5059259259259259
0,classification,haberman,7,HS (CART),AUC,23,24,10.0,0.8125925925925925,0.5185185185185186
0,classification,haberman,7,HS (CART-CCP),AUC,23,24,0.1,0.8185185185185185,0.5185185185185186
0,classification,haberman,7,DT,AUC,27,28,None,0.8403703703703703,0.5185185185185186
0,classification,haberman,7,CCP,AUC,27,28,None,0.8344444444444445,0.4851851851851852
0,classification,haberman,7,HS (CART),AUC,27,28,10.0,0.7837037037037037,0.5185185185185186
0,classification,haberman,7,HS (CART-CCP),AUC,27,28,0.1,0.7929629629629629,0.4851851851851852
0,classification,haberman,7,DT,AUC,29,30,None,0.841111111111111,0.4851851851851852
0,classification,haberman,7,CCP,AUC,29,30,None,0.8351851851851853,0.4851851851851852
0,classification,haberman,7,HS (CART),AUC,29,30,10.0,0.8114814814814814,0.4851851851851852
0,classification,haberman,7,HS (CART-CCP),AUC,29,30,0.1,0.8351851851851853,0.4851851851851852
0,classification,haberman,7,DT,AUC,31,32,None,0.8392592592592591,0.4851851851851852
0,classification,haberman,7,CCP,AUC,31,32,None,0.8451851851851853,0.4985185185185185
0,classification,haberman,7,HS (CART),AUC,31,32,10.0,0.8392592592592591,0.4851851851851852
0,classification,haberman,7,HS (CART-CCP),AUC,31,32,0.1,0.8451851851851853,0.4985185185185185
0,classification,haberman,7,DT,AUC,1,2,None,0.5,0.5
0,classification,haberman,7,CCP,AUC,1,2,None,0.5,0.5
0,classification,haberman,7,HS (CART),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,7,HS (CART-CCP),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,7,DT,AUC,3,4,None,0.6603703703703704,0.7162962962962962
0,classification,haberman,7,CCP,AUC,3,4,None,0.6603703703703704,0.7162962962962962
0,classification,haberman,7,HS (CART),AUC,3,4,25.0,0.6603703703703704,0.7162962962962962
0,classification,haberman,7,HS (CART-CCP),AUC,3,4,0.1,0.6603703703703704,0.7162962962962962
0,classification,haberman,7,DT,AUC,7,8,None,0.6922222222222222,0.7162962962962962
0,classification,haberman,7,CCP,AUC,7,8,None,0.6922222222222222,0.7162962962962962
0,classification,haberman,7,HS (CART),AUC,7,8,25.0,0.6770370370370371,0.7162962962962962
0,classification,haberman,7,HS (CART-CCP),AUC,7,8,0.1,0.6922222222222222,0.7162962962962962
0,classification,haberman,7,DT,AUC,11,12,None,0.7140740740740741,0.7148148148148148
0,classification,haberman,7,CCP,AUC,11,12,None,0.7140740740740741,0.7281481481481482
0,classification,haberman,7,HS (CART),AUC,11,12,50.0,0.6414814814814815,0.508888888888889
0,classification,haberman,7,HS (CART-CCP),AUC,11,12,0.1,0.7140740740740741,0.7281481481481482
0,classification,haberman,7,DT,AUC,14,15,None,0.7307407407407407,0.5933333333333334
0,classification,haberman,7,CCP,AUC,14,15,None,0.7307407407407407,0.5933333333333334
0,classification,haberman,7,HS (CART),AUC,14,15,50.0,0.6903703703703704,0.5748148148148149
0,classification,haberman,7,HS (CART-CCP),AUC,14,15,0.1,0.7307407407407407,0.5933333333333334
0,classification,haberman,7,DT,AUC,19,20,None,0.7307407407407407,0.5881481481481481
0,classification,haberman,7,CCP,AUC,19,20,None,0.7307407407407407,0.6066666666666667
0,classification,haberman,7,HS (CART),AUC,19,20,50.0,0.6903703703703704,0.5748148148148149
0,classification,haberman,7,HS (CART-CCP),AUC,19,20,0.1,0.7307407407407407,0.6066666666666667
0,classification,haberman,7,DT,AUC,23,24,None,0.7770370370370371,0.5933333333333334
0,classification,haberman,7,CCP,AUC,23,24,None,0.7770370370370371,0.5933333333333334
0,classification,haberman,7,HS (CART),AUC,23,24,50.0,0.6903703703703704,0.5748148148148149
0,classification,haberman,7,HS (CART-CCP),AUC,23,24,0.1,0.7770370370370371,0.5933333333333334
0,classification,haberman,7,DT,AUC,27,28,None,0.8159259259259258,0.42000000000000004
0,classification,haberman,7,CCP,AUC,27,28,None,0.8159259259259258,0.4251851851851852
0,classification,haberman,7,HS (CART),AUC,27,28,50.0,0.6903703703703704,0.5748148148148149
0,classification,haberman,7,HS (CART-CCP),AUC,27,28,0.1,0.7862962962962963,0.6118518518518519
0,classification,haberman,7,DT,AUC,29,30,None,0.8192592592592592,0.43851851851851853
0,classification,haberman,7,CCP,AUC,29,30,None,0.8192592592592592,0.42000000000000004
0,classification,haberman,7,HS (CART),AUC,29,30,50.0,0.6903703703703704,0.5748148148148149
0,classification,haberman,7,HS (CART-CCP),AUC,29,30,0.1,0.8014814814814816,0.6066666666666667
0,classification,haberman,7,DT,AUC,31,32,None,0.8259259259259258,0.5185185185185185
0,classification,haberman,7,CCP,AUC,31,32,None,0.8200000000000001,0.5325925925925926
0,classification,haberman,7,HS (CART),AUC,31,32,50.0,0.6903703703703704,0.5748148148148149
0,classification,haberman,7,HS (CART-CCP),AUC,31,32,0.1,0.8200000000000001,0.5325925925925926
0,classification,haberman,7,DT,AUC,1,2,None,0.5,0.5
0,classification,haberman,7,CCP,AUC,1,2,None,0.5,0.5
0,classification,haberman,7,HS (CART),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,7,HS (CART-CCP),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,7,DT,AUC,3,4,None,0.7374074074074074,0.6407407407407407
0,classification,haberman,7,CCP,AUC,3,4,None,0.7374074074074074,0.6407407407407407
0,classification,haberman,7,HS (CART),AUC,3,4,0.1,0.7374074074074074,0.6407407407407407
0,classification,haberman,7,HS (CART-CCP),AUC,3,4,0.1,0.7374074074074074,0.6407407407407407
0,classification,haberman,7,DT,AUC,7,8,None,0.7500000000000002,0.6407407407407407
0,classification,haberman,7,CCP,AUC,7,8,None,0.7500000000000002,0.6407407407407407
0,classification,haberman,7,HS (CART),AUC,7,8,25.0,0.7500000000000002,0.6407407407407407
0,classification,haberman,7,HS (CART-CCP),AUC,7,8,0.1,0.7500000000000002,0.6407407407407407
0,classification,haberman,7,DT,AUC,11,12,None,0.7537037037037037,0.5274074074074073
0,classification,haberman,7,CCP,AUC,11,12,None,0.7537037037037037,0.5274074074074073
0,classification,haberman,7,HS (CART),AUC,11,12,50.0,0.6414814814814815,0.5
0,classification,haberman,7,HS (CART-CCP),AUC,11,12,0.1,0.7537037037037037,0.5274074074074073
0,classification,haberman,7,DT,AUC,14,15,None,0.7848148148148147,0.5259259259259259
0,classification,haberman,7,CCP,AUC,14,15,None,0.7848148148148147,0.5259259259259259
0,classification,haberman,7,HS (CART),AUC,14,15,0.1,0.7611111111111112,0.5274074074074073
0,classification,haberman,7,HS (CART-CCP),AUC,14,15,0.1,0.7611111111111112,0.5274074074074073
0,classification,haberman,7,DT,AUC,19,20,None,0.8048148148148148,0.5274074074074073
0,classification,haberman,7,CCP,AUC,19,20,None,0.8048148148148148,0.5274074074074073
0,classification,haberman,7,HS (CART),AUC,19,20,0.1,0.8048148148148148,0.5274074074074073
0,classification,haberman,7,HS (CART-CCP),AUC,19,20,0.1,0.8048148148148148,0.5274074074074073
0,classification,haberman,7,DT,AUC,23,24,None,0.8174074074074074,0.5325925925925926
0,classification,haberman,7,CCP,AUC,23,24,None,0.8174074074074074,0.5392592592592592
0,classification,haberman,7,HS (CART),AUC,23,24,10.0,0.8114814814814814,0.5325925925925926
0,classification,haberman,7,HS (CART-CCP),AUC,23,24,0.1,0.8114814814814814,0.5392592592592592
0,classification,haberman,7,DT,AUC,27,28,None,0.8300000000000001,0.5392592592592592
0,classification,haberman,7,CCP,AUC,27,28,None,0.8300000000000001,0.5274074074074073
0,classification,haberman,7,HS (CART),AUC,27,28,10.0,0.8114814814814814,0.5274074074074073
0,classification,haberman,7,HS (CART-CCP),AUC,27,28,0.1,0.8300000000000001,0.5274074074074073
0,classification,haberman,7,DT,AUC,29,30,None,0.8485185185185184,0.5325925925925926
0,classification,haberman,7,CCP,AUC,29,30,None,0.8485185185185184,0.5392592592592592
0,classification,haberman,7,HS (CART),AUC,29,30,10.0,0.8300000000000001,0.5325925925925926
0,classification,haberman,7,HS (CART-CCP),AUC,29,30,0.1,0.8485185185185184,0.5392592592592592
0,classification,haberman,7,DT,AUC,31,32,None,0.8577777777777778,0.5511111111111111
0,classification,haberman,7,CCP,AUC,31,32,None,0.8577777777777778,0.5392592592592592
0,classification,haberman,7,HS (CART),AUC,31,32,50.0,0.7374074074074074,0.5274074074074073
0,classification,haberman,7,HS (CART-CCP),AUC,31,32,0.1,0.8577777777777778,0.5392592592592592
0,classification,haberman,8,DT,AUC,1,2,None,0.7133333333333334,0.5807407407407408
0,classification,haberman,8,CCP,AUC,1,2,None,0.7133333333333334,0.5807407407407408
0,classification,haberman,8,HS (CART),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,8,HS (CART-CCP),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,8,DT,AUC,3,4,None,0.7451851851851852,0.5185185185185186
0,classification,haberman,8,CCP,AUC,3,4,None,0.7451851851851852,0.5185185185185186
0,classification,haberman,8,HS (CART),AUC,3,4,0.1,0.7451851851851852,0.5185185185185186
0,classification,haberman,8,HS (CART-CCP),AUC,3,4,0.1,0.7451851851851852,0.5185185185185186
0,classification,haberman,8,DT,AUC,7,8,None,0.6625925925925926,0.5185185185185186
0,classification,haberman,8,CCP,AUC,7,8,None,0.6625925925925926,0.5185185185185186
0,classification,haberman,8,HS (CART),AUC,7,8,0.1,0.6625925925925926,0.5185185185185186
0,classification,haberman,8,HS (CART-CCP),AUC,7,8,0.1,0.6625925925925926,0.5185185185185186
0,classification,haberman,8,DT,AUC,11,12,None,0.6692592592592592,0.5185185185185186
0,classification,haberman,8,CCP,AUC,11,12,None,0.6692592592592592,0.5185185185185186
0,classification,haberman,8,HS (CART),AUC,11,12,0.1,0.6692592592592592,0.5185185185185186
0,classification,haberman,8,HS (CART-CCP),AUC,11,12,0.1,0.6692592592592592,0.5185185185185186
0,classification,haberman,8,DT,AUC,14,15,None,0.7825925925925925,0.5185185185185186
0,classification,haberman,8,CCP,AUC,14,15,None,0.7825925925925925,0.5185185185185186
0,classification,haberman,8,HS (CART),AUC,14,15,10.0,0.7555555555555556,0.5185185185185186
0,classification,haberman,8,HS (CART-CCP),AUC,14,15,0.1,0.7825925925925925,0.5185185185185186
0,classification,haberman,8,DT,AUC,19,20,None,0.8085185185185185,0.47851851851851857
0,classification,haberman,8,CCP,AUC,19,20,None,0.8085185185185185,0.47851851851851857
0,classification,haberman,8,HS (CART),AUC,19,20,10.0,0.7966666666666669,0.5185185185185186
0,classification,haberman,8,HS (CART-CCP),AUC,19,20,0.1,0.7966666666666669,0.5185185185185186
0,classification,haberman,8,DT,AUC,23,24,None,0.8244444444444445,0.5059259259259259
0,classification,haberman,8,CCP,AUC,23,24,None,0.8303703703703703,0.5059259259259259
0,classification,haberman,8,HS (CART),AUC,23,24,0.1,0.8125925925925925,0.5185185185185186
0,classification,haberman,8,HS (CART-CCP),AUC,23,24,0.1,0.8185185185185185,0.5185185185185186
0,classification,haberman,8,DT,AUC,27,28,None,0.8403703703703703,0.5185185185185186
0,classification,haberman,8,CCP,AUC,27,28,None,0.8285185185185185,0.4851851851851852
0,classification,haberman,8,HS (CART),AUC,27,28,25.0,0.755925925925926,0.5185185185185186
0,classification,haberman,8,HS (CART-CCP),AUC,27,28,0.1,0.787037037037037,0.4851851851851852
0,classification,haberman,8,DT,AUC,29,30,None,0.841111111111111,0.4985185185185185
0,classification,haberman,8,CCP,AUC,29,30,None,0.8351851851851853,0.4851851851851852
0,classification,haberman,8,HS (CART),AUC,29,30,10.0,0.7962962962962963,0.4985185185185185
0,classification,haberman,8,HS (CART-CCP),AUC,29,30,0.1,0.8351851851851853,0.4851851851851852
0,classification,haberman,8,DT,AUC,31,32,None,0.8333333333333334,0.4651851851851852
0,classification,haberman,8,CCP,AUC,31,32,None,0.8392592592592591,0.4651851851851852
0,classification,haberman,8,HS (CART),AUC,31,32,10.0,0.8333333333333334,0.4651851851851852
0,classification,haberman,8,HS (CART-CCP),AUC,31,32,0.1,0.8392592592592591,0.4651851851851852
0,classification,haberman,8,DT,AUC,1,2,None,0.5,0.5
0,classification,haberman,8,CCP,AUC,1,2,None,0.5,0.5
0,classification,haberman,8,HS (CART),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,8,HS (CART-CCP),AUC,1,2,0.1,0.5,0.5
0,classification,haberman,8,DT,AUC,3,4,None,0.6603703703703704,0.7162962962962962
0,classification,haberman,8,CCP,AUC,3,4,None,0.6603703703703704,0.7162962962962962
0,classification,haberman,8,HS (CART),AUC,3,4,25.0,0.6603703703703704,0.7162962962962962
0,classification,haberman,8,HS (CART-CCP),AUC,3,4,0.1,0.6603703703703704,0.7162962962962962
0,classification,haberman,8,DT,AUC,7,8,None,0.6922222222222222,0.7162962962962962
0,classification,haberman,8,CCP,AUC,7,8,None,0.6922222222222222,0.7162962962962962
0,classification,haberman,8,HS (CART),AUC,7,8,25.0,0.6770370370370371,0.7162962962962962
0,classification,haberman,8,HS (CART-CCP),AUC,7,8,0.1,0.6922222222222222,0.7162962962962962
0,classification,haberman,8,DT,AUC,11,12,None,0.7140740740740741,0.7281481481481482
0,classification,haberman,8,CCP,AUC,11,12,None,0.7140740740740741,0.7148148148148148
0,classification,haberman,8,HS (CART),AUC,11,12,50.0,0.6414814814814815,0.508888888888889
0,classification,haberman,8,HS (CART-CCP),AUC,11,12,0.1,0.7140740740740741,0.7148148148148148
0,classification,haberman,8,DT,AUC,14,15,None,0.7307407407407407,0.5933333333333334
0,classification,haberman,8,CCP,AUC,14,15,None,0.7307407407407407,0.5881481481481481
0,classification,haberman,8,HS (CART),AUC,14,15,0.1,0.7307407407407407,0.5933333333333334
0,classification,haberman,8,HS (CART-CCP),AUC,14,15,0.1,0.7307407407407407,0.5881481481481481
0,classification,haberman,8,DT,AUC,19,20,None,0.7307407407407407,0.5881481481481481
0,classification,haberman,8,CCP,AUC,19,20,None,0.7307407407407407,0.5748148148148149
